"sample_size","density_error","weight_error","success"
100,0.724220485005589,0.88486167110194,TRUE
100,0.696787218409142,0.892436445372268,TRUE
100,0.695876254004217,0.845635388980394,TRUE
100,0.728729266601849,0.834907744779839,TRUE
100,0.702608404111422,0.742739049183674,TRUE
100,0.714500673522444,0.894894663108392,TRUE
100,0.656710387131382,0.816223743154384,TRUE
100,0.729136137155388,0.754062373125295,TRUE
100,0.684951136578217,0.808740502076037,TRUE
100,0.73807886467367,0.823382114079586,TRUE
100,0.664791892562118,0.841670317848064,TRUE
100,0.619687865613826,0.804318327646532,TRUE
100,0.587411556913281,0.73030628968857,TRUE
100,0.710013206743973,0.747672808873145,TRUE
100,0.726956375599508,0.855331391551293,TRUE
100,0.670023835581298,0.755339920999834,TRUE
100,0.637042887452395,0.80479505245259,TRUE
100,0.75349519465894,0.837541786841548,TRUE
100,0.706352308288395,0.898038769868128,TRUE
100,0.682360558037704,0.727062869326419,TRUE
100,0.712498425242455,0.71895754251275,TRUE
100,0.758761157616888,0.732456762080057,TRUE
100,0.741271025672263,0.723083883010312,TRUE
100,0.662859825346835,0.767579482184376,TRUE
100,0.599588603454731,0.746256254002703,TRUE
100,0.731475880072168,0.763292647205356,TRUE
100,0.690221309670951,0.694262614069206,TRUE
100,0.701539771504556,0.755956326577193,TRUE
100,0.73535934455714,0.756239152703431,TRUE
100,0.592726609553549,0.896040955132713,TRUE
100,0.6770057730101,0.821362216742048,TRUE
100,0.646520243621193,0.853414592424409,TRUE
100,0.69234102913908,0.761501517158828,TRUE
100,0.707285261916527,0.928842636337896,TRUE
100,0.608593997774365,0.621904559134159,TRUE
100,0.674674654391665,0.677814469883346,TRUE
100,0.777715165158154,0.777369666218509,TRUE
100,0.687756184814508,0.759065146093976,TRUE
100,0.74806045337156,0.857294186483124,TRUE
100,0.72132291350579,0.852729467636246,TRUE
100,0.726820823898162,0.83225921425314,TRUE
100,0.693457568865594,0.864428685055719,TRUE
100,0.661503348641646,0.800130843077445,TRUE
100,0.64783592732858,0.860103099319581,TRUE
100,0.570804639802148,0.754432971762291,TRUE
100,0.671324693926872,0.745667430697105,TRUE
100,0.780981571956265,0.732500980626345,TRUE
100,0.683247099716423,0.757496613850179,TRUE
100,0.687461973668277,0.797731720344279,TRUE
100,0.677289173582202,0.733450145142598,TRUE
100,0.664752612482711,0.84439634255926,TRUE
100,0.742395077951466,0.832372767845209,TRUE
100,0.652214834966448,0.723394643494072,TRUE
100,0.739681015253991,0.781842085591956,TRUE
100,0.778918251771154,0.81924505111687,TRUE
100,0.69607931381778,0.710460641298718,TRUE
100,0.751610615050314,0.733980407147809,TRUE
100,0.680676871480969,0.684574109100828,TRUE
100,0.699483446658631,0.727857476258237,TRUE
100,0.696397711800344,0.743538495321567,TRUE
100,0.686463063538336,0.799416208784287,TRUE
100,0.688206270493491,0.728594199485647,TRUE
100,0.669599213558204,0.731298941507927,TRUE
100,0.689843546494317,0.759836707745465,TRUE
100,0.646554888859953,0.70611939286792,TRUE
100,0.793710508778309,0.704740241235884,TRUE
100,0.656218354707312,0.819034949450342,TRUE
100,0.563676213039241,0.801188491160169,TRUE
100,0.621447268445536,0.828787008509706,TRUE
100,0.677021895502134,0.670014425622516,TRUE
100,0.655156987012167,0.884631498187367,TRUE
100,0.706495436738384,0.772737024757077,TRUE
100,0.664542053394821,0.744820861692239,TRUE
100,0.646059290841718,0.657371740679597,TRUE
100,0.709641167416103,0.810476247834688,TRUE
100,0.644907510442468,0.732947243716398,TRUE
100,0.71126153941792,0.850857987586229,TRUE
100,0.790210636657226,0.777661323593569,TRUE
100,0.6257362809823,0.651475827342989,TRUE
100,0.720184626838009,0.736625189639237,TRUE
100,0.67023776737536,0.864734777947406,TRUE
100,0.766612323097899,0.840122281539223,TRUE
100,0.724066620368784,0.757948915205981,TRUE
100,0.763721720168723,0.720149682158798,TRUE
100,0.658938530417365,0.889871317498978,TRUE
100,0.621431147741972,0.929104052515903,TRUE
100,0.670574810522568,0.851912144722205,TRUE
100,0.71994981705594,0.764408098078767,TRUE
100,0.779040509881969,0.758795070948942,TRUE
100,0.560942969399093,0.797953432119129,TRUE
100,0.678219583318272,0.758509810425148,TRUE
100,0.66768748679221,0.873585230603848,TRUE
100,0.723620840843386,0.845973272650343,TRUE
100,0.677878656546732,0.812086999419709,TRUE
100,0.689899190501829,0.773740698732815,TRUE
100,0.695807320458785,0.653646722002562,TRUE
100,0.713191101434276,0.736186528050006,TRUE
100,0.679105979267241,0.801458258154012,TRUE
100,0.67116187884422,0.818866047057804,TRUE
100,0.754581445144942,0.892206003687184,TRUE
100,0.692236286599353,0.646144624536871,TRUE
100,0.707392055553652,0.644132166316129,TRUE
100,0.787442492200579,0.813638251533394,TRUE
100,0.589621452891851,0.768925666527045,TRUE
100,0.703340724963692,0.685594712839643,TRUE
100,0.633207664480609,0.911621772071906,TRUE
100,0.688101922716353,0.73709264402651,TRUE
100,0.719784684120468,0.764114426900258,TRUE
100,0.670517512153903,0.72023758596385,TRUE
100,0.63123695220249,0.797759968297816,TRUE
100,0.66427250892411,0.883199019307869,TRUE
100,0.691103461548946,0.74248434312519,TRUE
100,0.65097987979628,0.798739485635576,TRUE
100,0.726773711500536,0.883627468697367,TRUE
100,0.623677097641707,0.626927367758219,TRUE
100,0.776296912303209,0.9030569082805,TRUE
100,0.656220783858953,0.737999099960359,TRUE
100,0.643718310088743,0.781125149437611,TRUE
100,0.717496409311925,0.78112621418205,TRUE
100,0.663450471470648,0.864381424995483,TRUE
100,0.695852030909714,0.835310590543062,TRUE
100,0.65047992447618,0.795998199951518,TRUE
100,0.725189778470165,0.724667900676971,TRUE
100,0.72786735185145,0.784901263846222,TRUE
100,0.638088061534954,0.77882497347065,TRUE
100,0.612338585349812,0.762154472608448,TRUE
100,0.730741487092396,0.804757947714892,TRUE
100,0.647066256999012,0.772306674537344,TRUE
100,0.757727370062262,0.758799542367418,TRUE
100,0.726585864291218,0.794351831333446,TRUE
100,0.67295184850518,0.822811353618642,TRUE
100,0.599930779999994,0.686112690060482,TRUE
100,0.717254977215341,0.678168575179625,TRUE
100,0.683443071841506,0.747953161960759,TRUE
100,0.712090448337978,0.871481426390895,TRUE
100,0.710228593259902,0.751156936387267,TRUE
100,0.582870845715688,0.787196240383036,TRUE
100,0.615156629532036,0.839003433724724,TRUE
100,0.696137995766008,0.734436029447234,TRUE
100,0.65604345907612,0.653321328108755,TRUE
100,0.719276527246912,0.770323954325054,TRUE
100,0.678331356235526,0.821978440060595,TRUE
100,0.600711465600152,0.729883658265902,TRUE
100,0.772844375923493,0.830278792400213,TRUE
100,0.717469753226581,0.777757998606731,TRUE
100,0.74004041940179,0.720045006057543,TRUE
100,0.693204363290097,0.760474685100239,TRUE
100,0.603926295023323,0.719162370579066,TRUE
100,0.688700242611306,0.914333019800249,TRUE
100,0.676350867948091,0.718643105890421,TRUE
100,0.698817229318899,0.76577450251799,TRUE
100,0.767249397894119,0.795130632666336,TRUE
100,0.641691799461211,0.85342461111427,TRUE
100,0.629327385643109,0.788813558323092,TRUE
100,0.774938946441997,0.905342146795576,TRUE
100,0.743839953359496,0.706358379095459,TRUE
100,0.633370584865192,0.842356034653725,TRUE
100,0.644538178842023,0.73562279988775,TRUE
100,0.596150354971379,0.799472959644895,TRUE
100,0.708965961302301,0.711039903824954,TRUE
100,0.656877596839453,0.827407554481127,TRUE
100,0.754987393758642,0.796455261298857,TRUE
100,0.711788868591559,0.750707609394986,TRUE
100,0.625275851888581,0.718948048891671,TRUE
100,0.709471604275064,0.736517748461164,TRUE
100,0.763226338932358,0.729914873848468,TRUE
100,0.727509617201989,0.758192178387448,TRUE
100,0.713995593825687,0.750707623723994,TRUE
100,0.740305922345917,0.776562249843847,TRUE
100,0.710979690156335,0.776566322036466,TRUE
100,0.705673666638535,0.696194494356549,TRUE
100,0.709242884222242,0.836485250327425,TRUE
100,0.759554253221633,0.727098750019365,TRUE
100,0.700093688703157,0.758260085551621,TRUE
100,0.701416528519814,0.771474465872454,TRUE
100,0.699420436725766,0.739860864921622,TRUE
100,0.698208838018291,0.791198333991416,TRUE
100,0.720358933763855,0.744473362708408,TRUE
100,0.71031850175682,0.79300112776608,TRUE
100,0.678613397371446,0.798611135607519,TRUE
100,0.644346640868414,0.755769215391156,TRUE
100,0.667385721571252,0.766780152295495,TRUE
100,0.688768496202797,0.747986353018323,TRUE
100,0.676826292357136,0.686008636909596,TRUE
100,0.657151134232718,0.792050701998328,TRUE
100,0.798641074399933,0.884441884280137,TRUE
100,0.718204817120981,0.792183461268119,TRUE
100,0.650574220773916,0.704428362091525,TRUE
100,0.751542295208486,0.789463952875701,TRUE
100,0.733801730042386,0.756257392030572,TRUE
100,0.67106400112371,0.820087429029688,TRUE
100,0.788711248138681,0.962126134145462,TRUE
100,0.609708084264545,0.695183519372139,TRUE
100,0.709430380297208,0.780602033659469,TRUE
100,0.650458087850603,0.57959123172783,TRUE
100,0.721321455942547,0.819261219852516,TRUE
100,0.658609170553569,0.777006259300872,TRUE
100,0.692414276120203,0.808419499767268,TRUE
100,0.55163557305743,0.786482307799711,TRUE
100,0.628880476945512,0.772666183627035,TRUE
200,0.521902997774886,0.707198962473276,TRUE
200,0.484622991907541,0.844198450234266,TRUE
200,0.444801241705221,0.772436152601808,TRUE
200,0.467119309273894,0.781335273734965,TRUE
200,0.470610935089927,0.758074070056974,TRUE
200,0.454620023316379,0.806695539316666,TRUE
200,0.491467353043691,0.771386794972369,TRUE
200,0.462236389200248,0.800430046254837,TRUE
200,0.467993572749169,0.734690344255775,TRUE
200,0.422657197198172,0.604343978116321,TRUE
200,0.464633322675023,0.694276035961736,TRUE
200,0.576166073958279,0.770857118376263,TRUE
200,0.505263803188174,0.733009156102012,TRUE
200,0.533411079425774,0.863242571861334,TRUE
200,0.474342383878179,0.719406087502314,TRUE
200,0.503044933869516,0.802683930708441,TRUE
200,0.49452084822679,0.798164137160371,TRUE
200,0.463253310271511,0.752235764080149,TRUE
200,0.428243177747408,0.660521418172531,TRUE
200,0.417941719065375,0.734959385445986,TRUE
200,0.459413298646151,0.566985276677357,TRUE
200,0.487056167035801,0.710009676642363,TRUE
200,0.501458068699156,0.926143069141616,TRUE
200,0.456429486424153,0.664838023720015,TRUE
200,0.491301031813183,0.857547673291727,TRUE
200,0.508090775849001,0.771658838539645,TRUE
200,0.460637006184248,0.939698969177739,TRUE
200,0.522577173222449,0.812556421240958,TRUE
200,0.446988820201663,0.808610525252571,TRUE
200,0.472203561458075,0.838618514371121,TRUE
200,0.46215450305543,0.784836738824206,TRUE
200,0.473325736005035,0.764450773337101,TRUE
200,0.438171201835203,0.73661041469222,TRUE
200,0.434953274250876,0.73230241718627,TRUE
200,0.436747403940461,0.754500552173499,TRUE
200,0.50362109704648,0.85289411853677,TRUE
200,0.467338500848277,0.754249804106954,TRUE
200,0.481133657954971,0.72805212205141,TRUE
200,0.394430075666985,0.707128323335114,TRUE
200,0.493305029996267,0.698879302834207,TRUE
200,0.537470050107024,0.806275524097541,TRUE
200,0.456262496156057,0.866125314661186,TRUE
200,0.550029254719834,0.744270957154932,TRUE
200,0.477494378618701,0.831286774496791,TRUE
200,0.449497734081568,0.731340474489432,TRUE
200,0.568674977992448,0.75677063010445,TRUE
200,0.474303210974861,0.618252355701058,TRUE
200,0.408415739812003,0.874877607786564,TRUE
200,0.423661363610697,0.671640138364282,TRUE
200,0.553214854161492,0.580855612160821,TRUE
200,0.466967687137493,0.741104782518682,TRUE
200,0.473642969286702,0.7299792628618,TRUE
200,0.515408970770175,0.718298509991964,TRUE
200,0.449491377447225,0.658246948485257,TRUE
200,0.499030703528408,0.775651754605915,TRUE
200,0.525987729529719,0.693071751572983,TRUE
200,0.482769373001049,0.830928628451806,TRUE
200,0.489122313137752,0.736239328311777,TRUE
200,0.54033269685541,0.719055375847985,TRUE
200,0.479605670260415,0.648786139949058,TRUE
200,0.458972167801044,0.69343962272476,TRUE
200,0.477731998367804,0.699820939700223,TRUE
200,0.436071864128879,0.79806510706812,TRUE
200,0.523959620957678,0.694998755161805,TRUE
200,0.484408717677706,0.642004546499557,TRUE
200,0.50018997225915,0.663841943325524,TRUE
200,0.489650064082596,0.720623934682854,TRUE
200,0.463229866775962,0.813312111959262,TRUE
200,0.489586135183514,0.711328310022375,TRUE
200,0.509623135497915,0.76546264911754,TRUE
200,0.469875293256738,0.728510557329472,TRUE
200,0.527552402328094,0.811612014930025,TRUE
200,0.505400749677576,0.911983632519385,TRUE
200,0.457547369148722,0.675822118263153,TRUE
200,0.441150393634345,0.71215902502065,TRUE
200,0.541096127116278,0.775189153889344,TRUE
200,0.498119164162168,0.708110494734816,TRUE
200,0.416228863527483,0.674298374957714,TRUE
200,0.477947750373091,0.675728864057578,TRUE
200,0.47599773930136,0.799824410823518,TRUE
200,0.457998294717457,0.70368546558357,TRUE
200,0.452700376422486,0.623234049472578,TRUE
200,0.45553706564945,0.726932132833214,TRUE
200,0.448248671846174,0.782537469784688,TRUE
200,0.458468087117046,0.71406196710481,TRUE
200,0.501516138138126,0.813315611549957,TRUE
200,0.481670077409121,0.732930390027095,TRUE
200,0.530027038003042,0.854353710415676,TRUE
200,0.486263099421828,0.684046446506142,TRUE
200,0.487001820547775,0.705818192965918,TRUE
200,0.484064700859653,0.694305435545205,TRUE
200,0.499756963265831,0.741725061163886,TRUE
200,0.541306417392216,0.800963516621475,TRUE
200,0.467509484722512,0.685028884254717,TRUE
200,0.455506318830591,0.771223478400612,TRUE
200,0.453420095758606,0.934005044121584,TRUE
200,0.470926316917052,0.864169117368326,TRUE
200,0.472427165638938,0.836614557084601,TRUE
200,0.542451689639528,0.695594187952499,TRUE
200,0.450434040101727,0.743993072086502,TRUE
200,0.465136711926713,0.724836307933636,TRUE
200,0.447646328410729,0.634331427252922,TRUE
200,0.463540224776208,0.663403221568161,TRUE
200,0.489745333535824,0.788893726446875,TRUE
200,0.503560352697004,0.711342600352512,TRUE
200,0.460901231842918,0.697272239170564,TRUE
200,0.464701675030892,0.584211572888096,TRUE
200,0.462963310131972,0.831222358392402,TRUE
200,0.480794171361392,0.647450416630505,TRUE
200,0.47126996560109,0.631188514570732,TRUE
200,0.470671445975318,0.809796373073205,TRUE
200,0.521235992686957,0.614604724386485,TRUE
200,0.521221908766366,0.62509266393113,TRUE
200,0.480883008705155,0.783069034484588,TRUE
200,0.48991435646361,0.800360766737963,TRUE
200,0.460291422424508,0.877872029724014,TRUE
200,0.545260795528433,0.647741096303645,TRUE
200,0.511052961277536,0.826822074001366,TRUE
200,0.469142072373218,0.71573155090401,TRUE
200,0.541235722820739,0.733428321604134,TRUE
200,0.536205895208875,0.72405608018764,TRUE
200,0.471932226760524,0.771413591054561,TRUE
200,0.450517953224467,0.723528696639025,TRUE
200,0.446893128480622,0.819409642912234,TRUE
200,0.417935994873774,0.719607235110643,TRUE
200,0.434707818286504,0.674784401462501,TRUE
200,0.497145246228805,0.754786373215795,TRUE
200,0.432882592482152,0.758739122223143,TRUE
200,0.507890849414499,0.778314570426925,TRUE
200,0.468805200416367,0.779721482724128,TRUE
200,0.554236757272391,0.810463865097132,TRUE
200,0.491051314612282,0.745591437326387,TRUE
200,0.42487667317268,0.833260297797332,TRUE
200,0.435675050237213,0.743040602422852,TRUE
200,0.482606897949367,0.578590292728931,TRUE
200,0.44180030429349,0.679583096223768,TRUE
200,0.476366711040093,0.780454496804199,TRUE
200,0.474070783625145,0.760202856639375,TRUE
200,0.542086161802556,0.659525777502407,TRUE
200,0.491008193404923,0.816273437150346,TRUE
200,0.45488218903018,0.872016266753343,TRUE
